ISIN,Name,Sector,Country
CNE100000PM8,Hangzhou Hikvision Digital Technology Co Ltd,57102010,CN
CNE100000PP1,Xinjiang Goldwind Science & Technology Co Ltd,50201010,CN
CNE100000PW7,Sichuan Kelun Pharmaceutical Co Ltd,56201040,CN
CNE100000PY3,Guizhou Bailing Group Pharmaceutical Co Ltd,56201040,CN
CNE100000Q35,Guangzhou Automobile Group Co Ltd,53101010,CN
CNE100000Q43,Agricultural Bank of China Ltd,55101010,CN
CNE100000QJ2,Venustech Group Inc,57201010,CN
CNE100000R26,Tangshan Port Group Co Ltd,52407020,CN
CNE100000RJ0,Agricultural Bank of China Ltd,55101010,CN
CNE100000RK8,Wuhan Guide Infrared Co Ltd,52102010,CN
CNE100000S33,OFILM Group Co Ltd,57104010,CN
CNE100000SF6,Ganfeng Lithium Co Ltd,51101010,CN
CNE100000SK6,Jihua Group Corp Ltd,52101010,CN
CNE100000SL4,China Everbright Bank Co Ltd,55101010,CN
CNE100000SP5,Wus Printed Circuit Kunshan Co Ltd,57101010,CN
CNE100000T24,Guangzhou Haige Communications Group Incorporated,52101010,CN
CNE100000T32,Tianqi Lithium Corp,51101010,CN
CNE100000TP3,Luxshare Precision Industry Co Ltd,57104010,CN
CNE100000V12,Ningbo Zhoushan Port Co Ltd,52407020,CN
CNE100000V20,Chongqing Zhifei Biological Products Co Ltd,56201040,CN
CNE100000V46,Shenzhen Inovance Technology Co Ltd,52102030,CN
CNE100000V95,China Industrial Securities Co Ltd,55102010,CN
CNE100000W03,China South Publishing & Media Group Co Ltd,53302040,CN
CNE100000W45,Jointown Pharmaceutical Group Co Ltd,54301010,CN
CNE100000W60,Rongsheng Petrochemical Co Ltd,51101010,CN
CNE100000W94,Shenzhen Sunway Communication Co Ltd,57102010,CN
CNE100000WJ0,Shanxi Securities Co Ltd,55102010,CN
CNE100000WN2,Walvax Biotechnology Co Ltd,56201040,CN
CNE100000WS1,Huaneng Renewables Corp Ltd,59101010,CN
CNE100000WW3,GCL System Integration Technology Co Ltd,50201010,CN
CNE100000WX1,Chongqing Fuling Zhacai Group Co Ltd,54102020,CN
CNE100000WY9,Hangzhou Robam Appliances Co Ltd,53204030,CN
CNE100000X44,Chongqing Rural Commercial Bank Co Ltd,55101010,CN
CNE100000X77,Liaoning Port Co Ltd,52407020,CN
CNE100000X85,Zoomlion Heavy Industry Science and Technology Co,52102020,CN
CNE100000XG4,Songcheng Performance Development Co Ltd,53302030,CN
CNE100000XX9,Yonghui Superstores Co Ltd,54301020,CN
CNE100000Y84,By-health Co Ltd,54102020,CN
CNE1000010F8,Inner Mongolia Junzheng Energy & Chemical Group Co,51101010,CN
CNE1000010M4,BBMG Corp,51202010,CN
CNE1000010N2,Wuhu Sanqi Interactive Entertainment Network Techn,57201030,CN
CNE1000010R3,Giant Network Group Co Ltd,57201030,CN
CNE100001104,Zhejiang Semir Garment Co Ltd,53202020,CN
CNE1000011H2,Changzhou Xingyu Automotive Lighting Systems Co Lt,53101020,CN
CNE100001203,Suofeiya Home Collection Co Ltd,53204040,CN
CNE100001260,Sunwoda Electronic Co Ltd,52102030,CN
CNE1000012B3,Shanghai Pharmaceuticals Holding Co Ltd,54301010,CN
CNE1000012X7,TongKun Group Co Ltd,53202010,CN
CNE1000013B1,Hytera Communications Corp Ltd,57102010,CN
CNE100001526,BYD Co Ltd,53101010,CN
CNE1000015L5,Lingyi iTech Guangdong Co,52102030,CN
CNE1000015M3,Lomon Billions Group Co Ltd,51101010,CN
CNE1000015R2,Zhejiang Century Huatong Group Co Ltd,57201030,CN
CNE1000015S0,Shijiazhuang Yiling Pharmaceutical Co Ltd,56201040,CN
CNE1000015Y8,Founder Securities Co Ltd,55102010,CN
CNE100001617,Beijing Enlight Media Co Ltd,53302030,CN
CNE1000016F5,Winning Health Technology Group Co Ltd,56102010,CN
CNE1000016V2,CITIC Securities Co Ltd,55102010,CN
CNE1000017G1,Power Construction Corporation of China Ltd,52201020,CN
CNE1000018W6,Perfect World Co Ltd,53302030,CN
CNE100001922,New China Life Insurance Co Ltd,55301030,CN
CNE1000019K9,Haitong Securities Co Ltd,55102010,CN
CNE1000019P8,Soochow Securities Co Ltd,55102010,CN
CNE1000019R4,Jiangsu Hengli Hydraulic Co Ltd,52102010,CN
CNE1000019Y0,New China Life Insurance Co Ltd,55301030,CN
CNE100001BZ8,Universal Scientific Industrial Shanghai Co Ltd,57104010,CN
CNE100001CB7,Leyard Optoelectronic Co Ltd,57104010,CN
CNE100001CY9,Zhongji Innolight Co Ltd,57102010,CN
CNE100001D96,Western Securities Co Ltd,55102010,CN
CNE100001FB0,Shandong Sinocera Functional Material Co Ltd,52102030,CN
CNE100001FN5,China Communications Construction Co Ltd,52201020,CN
CNE100001FR6,LONGi Green Energy Technology Co Ltd,57101010,CN
CNE100001JM9,Sichuan Hebang Biotechnology Co Ltd,51101010,CN
CNE100001JZ1,Hefei Meyer Optoelectronic Technology Inc,52102030,CN
CNE100001KV8,Hangzhou Tigermed Consulting Co Ltd,56202010,CN
CNE100001M79,Shanghai Fosun Pharmaceutical Group Co Ltd,56201040,CN
CNE100001MK7,People's Insurance Company Group of China Ltd,55301020,CN
CNE100001NN9,China International Marine Containers Group Co Ltd,51302010,CN
CNE100001NQ2,Guangzhou Automobile Group Co Ltd,53101010,CN
CNE100001NR0,China Molybdenum Co Ltd,51201050,CN
CNE100001NT6,China Galaxy Securities Co Ltd,55102010,CN
CNE100001NV2,Sinopec Engineering Group Co Ltd,52201020,CN
CNE100001QQ5,Midea Group Co Ltd,53204030,CN
CNE100001QS1,China Cinda Asset Management Co Ltd,55102020,CN
CNE100001QW3,China Everbright Bank Co Ltd,55101010,CN
CNE100001R58,Zhejiang Wolwo Bio-Pharmaceutical Co Ltd,56201040,CN
CNE100001RQ3,Muyuan Foods Co Ltd,54102010,CN
CNE100001S16,Beijing Sinnet Technology Co Ltd,57201010,CN
CNE100001SC1,China CNR Corp Ltd,52102020,CN
CNE100001SL2,Foshan Haitian Flavouring and Food Co Ltd,54102020,CN
CNE100001SP3,Zhejiang Zheneng Electric Power Co Ltd,59101010,CN
CNE100001SR9,China Vanke Co Ltd,60101010,CN
CNE100001T64,Shaanxi Coal Industry Co Ltd,50101010,CN
CNE100001T80,CGN Power Co Ltd,59101020,CN
CNE100001T98,Dalian Wanda Commercial Management Group Co Ltd,60101010,CN
CNE100001TH8,Jiangsu King's Luck Brewery Joint-Stock Co Ltd,54101020,CN
CNE100001TJ4,BAIC Motor Corp Ltd,53101010,CN
CNE100001TQ9,GF Securities Co Ltd,55102010,CN
CNE100001TR7,Fuyao Glass Industry Group Co Ltd,53101020,CN
CNE100001TS5,Yifeng Pharmacy Chain Co Ltd,54301010,CN
CNE100001TW7,Dawning Information Industry Co Ltd,57101010,CN
CNE100001V45,Spring Airlines Co Ltd,52406010,CN
CNE100001V60,Shanghai M&G Stationery Inc,52203060,CN
CNE100001VW3,Zhejiang Huayou Cobalt Co Ltd,51201050,CN
CNE100001WS9,Guosen Securities Co Ltd,55102010,CN
CNE100001WW1,Wanda Film Holding Co Ltd,53301040,CN
CNE100001Y42,Chaozhou Three-circle Group Co Ltd,52102030,CN
CNE100001Y83,Mango Excellent Media Co Ltd,53302030,CN
CNE100001YQ9,Huatai Securities Co Ltd,55102010,CN
CNE100001YW7,Lens Technology Co Ltd,57104010,CN
CNE100001ZF9,Wuxi Lead Intelligent Equipment Co Ltd,52102010,CN
CNE100001ZT0,Legend Holdings Corp,57106010,CN
CNE100001ZV6,Orient Securities Co Ltd,55102010,CN
CNE100001ZY0,JUNEYAO AIRLINES Co Ltd,52406010,CN
CNE1000020C4,Chengdu Kanghong Pharmaceutical Group Co Ltd,56201040,CN
CNE100002177,Dongxing Securities Co Ltd,55102010,CN
CNE1000021L3,China Railway Signal & Communication Corp Ltd,57102010,CN
CNE1000022F3,Guotai Junan Securities Co Ltd,55102010,CN
CNE1000022N7,China National Nuclear Power Co Ltd,59101020,CN
CNE1000022S6,Anhui Kouzi Distillery Co Ltd,54101020,CN
CNE100002342,China Reinsurance Group Corp,55301050,CN
CNE100002359,China International Capital Corp Ltd,55102010,CN
CNE100002367,China Huarong Asset Management Co Ltd,55102020,CN
CNE1000023M7,Zhejiang Dingli Machinery Co Ltd,52102020,CN
CNE1000023Q8,LBX Pharmacy Chain JSC,54301010,CN
CNE100002508,Wens Foodstuff Group Co Ltd,54102010,CN
CNE100002524,Toly Bread Co Ltd,54102020,CN
CNE1000027G0,First Capital Securities Co Ltd,55102030,CN
CNE100002896,China Nuclear Engineering & Construction Corp Ltd,52201020,CN
CNE100002995,Jafron Biomedical Co Ltd,56101020,CN
CNE1000029W3,Postal Savings Bank of China Co Ltd,55101010,CN
CNE100002BF8,Seazen Holdings Co Ltd,60101010,CN
CNE100002BR3,Yunnan Energy New Material Co Ltd,51101030,CN
CNE100002BZ6,Asymchem Laboratories Tianjin Co Ltd,56201040,CN
CNE100002DD9,Betta Pharmaceuticals Co Ltd,56201040,CN
CNE100002FC6,China Merchants Shekou Industrial Zone Holdings Co,60101010,CN
CNE100002FD4,Shenwan Hongyuan Group Co Ltd,55102010,CN
CNE100002FK9,Guotai Junan Securities Co Ltd,55102010,CN
CNE100002FM5,Bank of Shanghai Co Ltd,55101010,CN
CNE100002FV6,Shandong Buchang Pharmaceuticals Co Ltd,56201040,CN
CNE100002FX2,Bank of Guiyang Co Ltd,55101010,CN
CNE100002G76,Bank of Jiangsu Co Ltd,55101010,CN
CNE100002G84,"Shenzhen Goodix Technology Co., Ltd.",57101010,CN
CNE100002GC4,Autobio Diagnostics Co Ltd,56101020,CN
CNE100002GK7,G-bits Network Technology Xiamen Co Ltd,57201030,CN
CNE100002GM3,Shandong Linglong Tyre Co Ltd,53101030,CN
CNE100002GQ4,Bank of Hangzhou Co Ltd,55101010,CN
CNE100002GR2,Huaan Securities Co Ltd,55102010,CN
CNE100002GX0,China Film Co Ltd,53302030,CN
CNE100002MR0,Ovctek China Inc,56101020,CN
CNE100002PC5,Yealink Network Technology Co Ltd,57102010,CN
CNE100002Q33,Shenzhen Kangtai Biological Products Co Ltd,56201040,CN
CNE100002QY7,ZhongAn Online P & C Insurance Co Ltd,55301010,CN
CNE100002R65,Zheshang Securities Co Ltd,55102010,CN
CNE100002RB3,Oppein Home Group Inc,53203020,CN
CNE100002RJ6,Jiangsu Changshu Rural Commercial Bank Co Ltd,55101010,CN
CNE100002RT5,Juewei Food Co Ltd,54102020,CN
CNE100002RY5,A Living Smart City Services Co Ltd,60101020,CN
CNE100002RZ2,360 Security Technology Inc,57201030,CN
CNE100002SN6,Bank of Chengdu Co Ltd,55101010,CN
CNE100002ST3,Hebei Yangyuan ZhiHui Beverage Co Ltd,54102020,CN
CNE100002V44,Caitong Securities Co Ltd,55102010,CN
CNE100002VW1,Guangzhou Kingmed Diagnostics Group Co Ltd,56102010,CN
CNE100002WP3,Nanjing King-friend Biochemical Pharmaceutical Co,56201040,CN
CNE100002XM8,Will Semiconductor Co Ltd Shanghai,57101010,CN
CNE1000030S9,GigaDevice Semiconductor Beijing Inc,57101010,CN
CNE1000031K4,WuXi AppTec Co Ltd,56202010,CN
CNE1000031P3,Foxconn Industrial Internet Co Ltd,57102010,CN
CNE1000031R9,Nanjing Securities Co Ltd,55102010,CN
CNE1000031T5,China Securities Co Ltd,55102010,CN
CNE100003373,Shennan Circuits Co Ltd,57101010,CN
CNE1000033J2,Huaxi Securities Co Ltd,55102010,CN
CNE1000033T1,Sangfor Technologies Inc,57201020,CN
CNE100003449,BGI Genomics Co Ltd,56202010,CN
CNE1000034T9,Weihai Guangwei Composites Co Ltd,51101010,CN
CNE100003662,Contemporary Amperex Technology Co Ltd,52102030,CN
CNE100003688,China Tower Corp Ltd,52201020,CN
CNE100003F19,WuXi AppTec Co Ltd,56202010,CN
CNE100003G67,Shenzhen Mindray Bio-Medical Electronics Co Ltd,56101010,CN
CNE100003GS8,Sinotrans Ltd,52405010,CN
COB07PA00078,Bancolombia SA,55101010,CO
COB07PA00078,Bancolombia SA,55101010,CO
COB51PA00076,Banco Davivienda SA,55101010,CO
COC04PA00016,Ecopetrol SA,50102020,CO
COD38PA00046,Cementos Argos SA,51202010,CO
COE15PA00026,Interconnection Electric SA ESP,59101010,CO
COE16PA00016,Isagen SA ESP,59101010,CO
COG31PA00010,Almacenes Exito SA,54301020,CO
COJ12PA00048,Corporacion Financiera Colombiana SA,55102020,CO
COT04PA00028,Grupo Nutresa SA,54102020,CO
COT09PA00035,Grupo Argos SA,51202010,CO
COT09PA00035,Grupo Argos SA,51202010,CO
COT13PA00086,Grupo de Inversiones Suramericana SA,55301030,CO
COT13PA00086,Grupo de Inversiones Suramericana SA,55301030,CO
COT29PA00025,Grupo Aval Acciones y Valores SA,55101010,CO
CS0008418869,Philip Morris CR as,54102030,CZ
CY0100470919,nan,,
CY0104810110,Bank of Cyprus PCL,55101010,CY
CZ0005112300,CEZ as,59101010,CZ
CZ0008019106,nan,,
CZ0008040318,Moneta Money Bank as,55101010,CZ
CZ0009091500,Orlen Unipetrol as,50102030,CZ
CZ0009093209,O2 Czech Republic as,58401010,CZ
DE0005089031,United Internet AG,58401010,DE
DE0005140008,Deutsche Bank AG,55101010,DE
DE0005190003,Bayerische Motoren Werke AG,53101010,DE
DE0005190003,Bayerische Motoren Werke AG,53101010,DE
DE0005200000,Beiersdorf AG,54201020,DE
DE0005313704,Carl Zeiss Meditec AG,56101010,DE
DE0005439004,Continental AG,53101020,DE
DE0005470405,Lanxess AG,51101090,DE
DE0005501357,Axel Springer SE,53302040,DE
DE0005545503,1&1 Drillisch AG,58401020,DE
DE0005552004,Deutsche Post AG,52405010,DE
DE0005557508,Deutsche Telekom AG,58401010,DE
DE0005558662,Global PVQ SE,50201010,DE
DE0005773303,Fraport AG Frankfurt Airport Services Worldwide,52407010,DE
DE0005785604,Fresenius SE & Co KGaA,56102010,DE
DE0005785604,Fresenius SE & Co KGaA,56102010,DE
DE0005785802,Fresenius Medical Care AG & Co KGaA,56102010,DE
DE0005790406,Fuchs Petrolub SE,51101010,DE
DE0005810055,Deutsche Boerse AG,55102050,DE
DE0005909006,Bilfinger SE,52201020,DE
DE0005937007,MAN SE,52102020,DE
DE0006047004,HeidelbergCement AG,51202010,DE
DE0006048408,Henkel AG & Co KGaA,51101030,DE
DE0006048408,Henkel AG & Co KGaA,51101030,DE
DE0006062144,Covestro AG,51101010,DE
DE0006070006,Hochtief AG,52201020,DE
DE0006099005,Douglas Holding AG,53403090,DE
DE0006202005,Salzgitter AG,51201020,DE
DE0006205701,IVG Immobilien GmbH,60101010,DE
DE0006231004,Infineon Technologies AG,57101010,DE
DE0006569908,MLP SE,55102020,DE
DE0006599905,Merck KGaA,56201040,DE
DE0006602006,GEA Group AG,52102010,DE
DE0006969603,Puma SE,53202030,DE
DE0007030009,Rheinmetall AG,53101020,DE
DE0007037129,RWE AG,59104010,DE
DE0007037129,RWE AG,59104010,DE
DE0007100000,Daimler AG,53101010,DE
DE0007164600,SAP SE,57201020,DE
DE0007165607,Sartorius AG,56101010,DE
DE0007236101,Siemens AG,54401010,DE
DE0007297004,Suedzucker AG,54102020,DE
DE0007314007,Heidelberger Druckmaschinen AG,52102010,DE
DE0007472060,Wirecard AG,52203040,DE
DE0007500001,Thyssenkrupp AG,51201020,DE
DE0007600801,Altana AG,51101030,DE
DE0007664005,Volkswagen AG,53101010,DE
DE0007664005,Volkswagen AG,53101010,DE
DE0008001009,Deutsche Postbank AG,55101010,DE
DE0008027707,Hypo Real Estate Holding GmbH,55601010,DE
DE0008232125,Deutsche Lufthansa AG,52406010,DE
DE0008402215,Hannover Rueck SE,55301050,DE
DE0008404005,Allianz SE,55301010,DE
DE0008430026,Muenchener Rueckversicherungs Gesellschaft AG in M,55301050,DE
DE000A0CAYB2,Diebold Nixdorf AG,57106010,DE
DE000A0D9PT0,MTU Aero Engines AG,52101010,DE
DE000A0HN5C6,Deutsche Wohnen SE,60101010,DE
DE000A0S8488,Hamburger Hafen und Logistik AG,52407020,DE
DE000A1DAHH0,Brenntag SE,51101090,DE
DE000A1EWWW0,Adidas AG,53202030,DE
DE000A1J5RX9,Telefonica Deutschland Holding AG,58401010,DE
DE000A1ML7J1,Vonovia SE,60101010,DE
DE000A1PHFF7,Hugo Boss AG,53202020,DE
DE000A1YCMM2,SolarWorld AG,50201010,DE
DE000A2AADD2,innogy SE,59101010,DE
DE000A2E4K43,Delivery Hero SE,57201030,DE
DE000A2E4L75,Linde AG (Pre-merger),51101010,DE
DE000A2YPGA9,Axel Springer SE,53302040,DE
DE000BASF111,BASF SE,51101090,DE
DE000BAY0017,Bayer AG,56201040,DE
DE000BFB0019,Metro AG,54301020,DE
DE000CBK1001,Commerzbank AG,55101010,DE
DE000CLS1001,McKesson Europe AG,54301010,DE
DE000ENAG999,E.ON SE,59104010,DE
DE000EVNK013,Evonik Industries AG,51101090,DE
DE000KBX1006,Knorr Bremse AG,52102020,DE
DE000KD88880,Kabel Deutschland Holding AG,53302020,DE
DE000KGX8881,Kion Group AG,52102020,DE
DE000KSAG888,K&S AG,51101020,DE
DE000LED4000,Osram Licht AG,52102030,DE
DE000PAH0038,Porsche Automobil Holding SE,53101010,DE
DE000PSM7770,Prosiebensat 1 Media SE,53302020,DE
DE000SHA0159,Schaeffler AG,53101020,DE
DE000SHL1006,Siemens Healthineers AG,56101010,DE
DE000SKYD000,Sky Deutschland AG,53302020,DE
DE000SYM9999,Symrise AG,51101030,DE
DE000TUAG000,TUI AG,53301040,DE
DE000UNSE018,Uniper SE,59104010,DE
DE000WCH8881,Wacker Chemie AG,51101030,DE
DE000ZAL1111,Zalando SE,53403040,DE
DK0010006329,nan,,
DK0010181759,Carlsberg A/S,54101010,DK
DK0010207497,Dupont Nutrition Biosciences ApS,51101010,DK
DK0010218429,Bang & Olufsen A/S,57106030,DK
DK0010219153,Rockwool International A/S,53203020,DK
DK0010234467,Flsmidth & Co A/S,52201020,DK
DK0010244425,AP Moeller - Maersk A/S,52405020,DK
DK0010244508,AP Moeller - Maersk A/S,52405020,DK
DK0010268606,Vestas Wind Systems A/S,50201010,DK
DK0010272202,Genmab A/S,56202010,DK
DK0010272632,GN Store Nord A/S,56101010,DK
DK0010274414,Danske Bank A/S,55101010,DK
DK0010287234,H Lundbeck A/S,56201040,DK
DK0010288638,Codan A/S,55301020,DK
DK0010307958,Jyske Bank A/S,55101010,DK
DK0010311471,Sydbank A/S,55101010,DK
DK0060079531,DSV Panalpina A/S,52405010,DK
DK0060094928,Orsted A/S,59101010,DK
DK0060227585,Chr Hansen Holding A/S,54102020,DK
DK0060228559,TDC A/S,58401010,DK
DK0060252690,Pandora A/S,53202020,DK
DK0060336014,Novozymes A/S,51101030,DK
DK0060448595,Coloplast A/S,56101020,DK
DK0060477503,Topdanmark A/S,55301020,DK
DK0060534915,Novo Nordisk A/S,56201040,DK
DK0060542181,Iss A/S,52203040,DK
DK0060636678,Tryg A/S,55301020,DK
DK0060738599,Demant A/S,56101020,DK
DK0060907293,Nilfisk Holding A/S,52102010,DK
EGS33041C012,Oriental Weavers Carpet Co SAE,53204040,EG
EGS37091C013,Eastern Company SAE,54102030,EG
EGS38081C013,Egyptian International Pharmaceutical Industries C,56201040,EG
EGS380P1C010,Alexandria Mineral Oils Co SAE,50102030,EG
EGS380S1C017,Sidi Kerir Petrochemicals Company SAE,51101010,EG
EGS38381C017,Egyptian Financial & Industrial SAE,51101020,EG
EGS3C251C013,Ezz Steel Co SAE,51201020,EG
EGS3C371C019,Misr Beni Suef Cement Co SAE,51202010,EG
EGS3D041C017,Al Ezz Dekheila Steel Company Alexandria SAE,51201020,EG
EGS3G0Z1C014,El Sewedy Electric Co SAE,52102030,EG
EGS48011C018,Orange Egypt for Telecommunications SAE,58401020,EG
EGS48031C016,Telecom Egypt Co SAE,58401010,EG
EGS60041C018,Credit Agricole Egypt SAE,55101010,EG
EGS60081C014,Qatar National Bank Alahly SAE,55101010,EG
EGS60121C018,Commercial International Bank Egypt SAE,55101010,EG
EGS60171C013,National Bank of Kuwait Egypt SAE,55101010,EG
EGS65571C019,Madinet Nasr for Housing and Development SAE,60101010,EG
EGS65901C018,Orascom Construction Industries SAE,52201020,EG
EGS69031C010,Olympic Group Financial Investment Co SAE,53204030,EG
EGS69082C013,Egypt Kuwait Holding Co SAE,51101090,EG
EGS69101C011,EFG Hermes Holdings SAE,55102010,EG
EGS691S1C011,Talaat Mostafa Group Holding Co SAE,60101010,EG
EGS693V1C014,Orascom Investment Holding SAE,58401010,EG
EGS70321C012,Orascom Development Egypt SAE,53301010,EG
EGS74081C018,Global Telecom Holding SAE,58401020,EG
EGS78021C010,Egyptian Media Production City Co SAE,53302030,EG
ES0105046009,Aena SME SA,52407010,ES
ES0105066007,Cellnex Telecom SA,58401020,ES
ES0105375002,Amrest Holdings SE,53301020,ES
ES0109067019,Amadeus IT Group SA,57201020,ES
ES0109427734,Atresmedia Corporacion de Medios de Comunicacion S,53302020,ES
ES0111845014,Abertis Infraestructuras SA,52407030,ES
ES0112501012,Ebro Foods SA,54102020,ES
ES0113211835,Banco Bilbao Vizcaya Argentaria SA,55101010,ES
ES0113307062,Bankia SA,55101010,ES
ES0113679I37,Bankinter SA,55101010,ES
ES0113790226,Banco Popular Espanol SA,55101010,ES
ES0113860A34,Banco de Sabadell SA,55101010,ES
ES0113900J37,Banco Santander SA,55101010,ES
ES0113980F34,Banco de Valencia SA,55101010,ES
ES0116870314,Naturgy Energy Group SA,59102010,ES
ES0118594417,Indra Sistemas SA,57201010,ES
ES0118900010,Ferrovial SA,52201020,ES
ES0122060314,Fomento de Construcciones y Contratas SA,52203010,ES
ES0124244E34,Mapfre SA,55301010,ES
ES0125220311,Acciona SA,52201020,ES
ES0126775032,Distribuidora Internacional de Alimentacion SA,54301020,ES
ES0127797019,EDP Renovaveis SA,59101020,ES
ES0130670112,Endesa SA,59101010,ES
ES0130960018,Enagas SA,50103030,ES
ES0132105018,Acerinox SA,51201020,ES
ES0135961219,Fadesa Inmobiliaria SA,60101010,ES
ES0140609019,Caixabank SA,55101010,ES
ES0141330C19,Sociedad General de Aguas de Barcelona SA,59103010,ES
ES0143416115,Siemens Gamesa Renewable Energy SA,50201010,ES
ES0144580Y14,Iberdrola SA,59101010,ES
ES0147645016,Iberdrola Renovables SA,59101010,ES
ES0148396007,Industria de Diseno Textil SA,53403040,ES
ES0152503035,Mediaset Espana Comunicacion SA,53302020,ES
ES0161560018,NH Hotel Group SA,53301010,ES
ES0162601019,nan,,
ES0167050915,ACS Actividades de Construccion y Servicios SA,52201020,ES
ES0169501030,nan,,
ES0171743901,Promotora de Informaciones SA,53302040,ES
ES0171996087,Grifols SA,56201040,ES
ES0173093024,Red Electrica Corporacion SA,59101010,ES
ES0173516115,Repsol SA,50102030,ES
ES0177040013,Altadis SA,54102030,ES
ES0177542018,International Consolidated Airlines Group SA,52406010,GB
ES0178430E18,Telefonica SA,58401010,ES
ES0178483139,Prisa Television SAU,53302020,ES
ES0181380710,Union Fenosa SA,59101010,ES
ES0182870214,Sacyr SA,52201020,ES
ES0184933812,Zardoya Otis SA,52102040,ES
EST01PA00013,CEMEX Latam Holdings SA,51202010,ES
FI0009000202,Kesko Oyj,54301020,FI
FI0009000277,TietoEVRY Corp,57201010,FI
FI0009000285,Amer Sports Corp,53205020,FI
FI0009000681,Nokia Oyj,57102010,FI
FI0009002158,Uponor Oyj,53203020,FI
FI0009002422,Outokumpu Oyj,51201020,FI
FI0009003222,OP Yrityspankki Oyj,55101010,FI
FI0009003305,Sampo plc,55301020,FI
FI0009003552,Rautaruukki Corp,51201020,FI
FI0009003727,Wartsila Oyj Abp,54401010,FI
FI0009005318,Nokian Tyres plc,53101030,FI
FI0009005870,Konecranes Abp,52102020,FI
FI0009005961,Stora Enso Oyj,51301020,FI
FI0009005987,UPM-Kymmene Oyj,51301020,FI
FI0009007132,Fortum Oyj,59101010,FI
FI0009007694,Sanoma Oyj,53302040,FI
FI0009007835,nan,,
FI0009007884,Elisa Oyj,58401010,FI
FI0009013296,Neste Oyj,50102030,FI
FI0009013403,Kone Oyj,52102040,FI
FI0009013429,Cargotec Corp,52102020,FI
FI0009014377,Orion Oyj,56201040,FI
FI0009800643,Yit Oyj,52201020,FI
FI4000297767,Nordea Bank Abp,55101010,FI
FR0000031122,Air France KLM SA,52406010,FR
FR0000035081,Icade SA,60102010,FR
FR0000038259,nan,,
FR0000039299,Bollore SE,53302030,FR
FR0000045072,Credit Agricole SA,55101010,FR
FR0000051732,Atos SE,57201010,FR
FR0000051807,Teleperformance SE,52203040,FR
FR0000052292,Hermes International SCA,53202020,FR
FR0000053225,Metropole Television SA,53302020,FR
FR0000054470,Ubisoft Entertainment SA,53205010,FR
FR0000054900,Television Francaise 1 SA,53302020,FR
FR0000064578,Covivio SA,60102020,FR
FR0000073272,Safran SA,52101010,FR
FR0000077919,JCDecaux SA,53302010,FR
FR0000120073,L'Air Liquide Societe Anonyme pour l'Etude et l'Ex,51101010,FR
FR0000120172,Carrefour SA,54301020,FR
FR0000120222,CNP Assurances SA,55301010,FR
FR0000120271,Total SE,50102010,FR
FR0000120321,L'Oreal SA,54201020,FR
FR0000120354,nan,,
FR0000120404,Accor SA,53301010,FR
FR0000120503,Bouygues SA,52201020,FR
FR0000120529,Suez SA (Ile-De-France),59104010,FR
FR0000120537,Lafarge SA,51202010,FR
FR0000120560,Quadient SA,57105010,FR
FR0000120578,Sanofi SA,56201040,FR
FR0000120628,AXA SA,55301030,FR
FR0000120644,Danone SA,54102020,FR
FR0000120685,Natixis SA,55102030,FR
FR0000120693,Pernod Ricard SA,54101020,FR
FR0000120859,Imerys SA,51201050,FR
FR0000120966,Societe BIC SA,52203060,FR
FR0000121014,LVMH Moet Hennessy Louis Vuitton SE,53202020,FR
FR0000121121,Eurazeo SE,55102020,FR
FR0000121147,Faurecia SE,53101020,FR
FR0000121204,Wendel SE,52203040,FR
FR0000121220,Sodexo SA,53301020,FR
FR0000121261,Compagnie Generale des Etablissements Michelin SCA,53101030,FR
FR0000121329,Thales SA,52101010,FR
FR0000121485,Kering SA,53403040,FR
FR0000121501,Peugeot SA,53101010,FR
FR0000121667,EssilorLuxottica SA,53202020,FR
FR0000121709,SEB SA,53204030,FR
FR0000121725,Dassault Aviation SA,52101010,FR
FR0000121964,Klepierre SA,60102020,FR
FR0000121972,Schneider Electric SE,52102030,FR
FR0000124141,Veolia Environnement SA,59103010,FR
FR0000125007,Compagnie de Saint Gobain SA,53203020,FR
FR0000125338,Capgemini SE,57201010,FR
FR0000125346,Ingenico Group SA,57105010,FR
FR0000125486,Vinci SA,52201020,FR
FR0000125585,Casino Guichard Perrachon SA,54301020,FR
FR0000125684,Zodiac Aerospace SA,52101010,FR
FR0000127771,Vivendi SE,53302030,FR
FR0000130007,Alcatel Lucent SA,57102010,FR
FR0000130213,Lagardere SCA,53302040,FR
FR0000130395,Remy Cointreau SA,54101020,FR
FR0000130403,Christian Dior SE,53202020,FR
FR0000130452,Eiffage SA,52201020,FR
FR0000130577,Publicis Groupe SA,53302010,FR
FR0000130650,Dassault Systemes SE,57201020,FR
FR0000130809,Societe Generale SA,55101010,FR
FR0000131104,BNP Paribas SA,55101010,FR
FR0000131708,Technip SA,50103020,FR
FR0000131757,Eramet SA,51201080,FR
FR0000131906,Renault SA,53101010,FR
FR0000133308,Orange SA,58401010,FR
FR0004026250,SAP France SA,57201020,FR
FR0004035913,Iliad SA,58401010,FR
FR0004125920,Amundi SA,55102020,FR
FR0004166072,Neuf Cegetel SA,58401010,FR
FR0006174348,Bureau Veritas SA,52203040,FR
FR0006807004,Aprr SA,52407030,FR
FR0010040865,Gecina SA,60102010,FR
